t,Trim,Clb,Sic,PTrim,PClb,SBF,IE,Cdc20a,Cdc20,Cdh1,Swe1,Swe1M,PSwe1,PSwe1M,Mih1a,Mcm,BE,Cln,mass,BUD,flag
6.70000000000000018E+00,7.25738906021844085E-03,4.82348180907101444E-05,5.90137655004379980E-01,4.30448199626249216E-05,4.00114867682382395E-08,4.54486036076750741E-02,2.67513780466099527E-01,1.35205184386365884E+00,1.07978750032656154E-02,9.99932919211026450E-01,3.12611100002391489E-03,2.80335435772297824E-02,4.88718348156558199E-07,2.98912328629943788E-06,2.42719094778966208E-05,1.47111644333441566E-01,2.44881592204986981E-02,4.80207266522013690E-02,8.29579096991099885E-01,0.00000000000000000E+00,0.00000000000000000E+00
6.80000000000000071E+00,7.15847435940903873E-03,4.70708545589126889E-05,5.96743643605368357E-01,4.28697780491508966E-05,3.93866965673194107E-08,4.55735511142914065E-02,2.63659397954240371E-01,1.33801307856570406E+00,1.17735673361365201E-02,9.99932323128797318E-01,3.16330649159681388E-03,2.79859862530953407E-02,4.82054302906413180E-07,2.91215581504361220E-06,2.17224963300906130E-05,1.38297421575609036E-01,2.47221864964163665E-02,4.79957557740385843E-02,8.29993990254267677E-01,0.00000000000000000E+00,0.00000000000000000E+00
6.90000000000000036E+00,7.06221811656196959E-03,4.59515945486543896E-05,6.03310905532325470E-01,4.27081516666408739E-05,3.87908451053382217E-08,4.56990877463212750E-02,2.59807062569659741E-01,1.32393099082163390E+00,1.29225618628722033E-02,9.99931710037808563E-01,3.20045950429033357E-03,2.79385072243342435E-02,4.75568534373378415E-07,2.83812680761844790E-06,1.97440246181626476E-05,1.29712961059403498E-01,2.49536441535257794E-02,4.79722795406263419E-02,8.30409091015937295E-01,0.00000000000000000E+00,0.00000000000000000E+00
7.00000000000000000E+00,6.96855226415167214E-03,4.48760036660257166E-05,6.09839655422163562E-01,4.25587190882899794E-05,3.82218195681018362E-08,4.58252182397621277E-02,2.55956832809414114E-01,1.30979824164853609E+00,1.42509042462768288E-02,9.99931078947564389E-01,3.23757029254623588E-03,2.78911064228382528E-02,4.69265153081742345E-07,2.76695394697389514E-06,1.81920583441032317E-05,1.21369074508833677E-01,2.51825725870288147E-02,4.79502889655129549E-02,8.30824399379883949E-01,0.00000000000000000E+00,0.00000000000000000E+00
7.10000000000000053E+00,6.87742984418871200E-03,4.38431393197252105E-05,6.16330083120874006E-01,4.24204205484253317E-05,3.76777504236718129E-08,4.59519473153820676E-02,2.52108769617739981E-01,1.29560386973397201E+00,1.57682753473956175E-02,9.99930428737594856E-01,3.27463911112052704E-03,2.78437837739867709E-02,4.63148805869657218E-07,2.69856202200091985E-06,1.69594918908631088E-05,1.13276708952001634E-01,2.54090117014546812E-02,4.79297751987061427E-02,8.31239915449934808E-01,0.00000000000000000E+00,0.00000000000000000E+00
7.20000000000000018E+00,6.78882306513659342E-03,4.28521365106668544E-05,6.22782355669535104E-01,4.22923535318487078E-05,3.71569928035046029E-08,4.60792796847574113E-02,2.48262936545498192E-01,1.28133505370469591E+00,1.74862289187973190E-02,9.99929758115056688E-01,3.31166621516008810E-03,2.77965391974474736E-02,4.57224602250888438E-07,2.63288210101701350E-06,1.59670262192968021E-05,1.05446836251727100E-01,2.56330009134815087E-02,4.79107295261472915E-02,8.31655639329969110E-01,0.00000000000000000E+00,0.00000000000000000E+00
7.30000000000000071E+00,6.70272078338204381E-03,4.19021925526990048E-05,6.29196619989849437E-01,4.21737623890038065E-05,3.66581038503951977E-08,4.62072200565812538E-02,2.44419399823903899E-01,1.26697828666472501E+00,1.94170165920550565E-02,9.99929065578205267E-01,3.34865186027642672E-03,2.77493726081465726E-02,4.51498015755049919E-07,2.56985052083416549E-06,1.51554659818808195E-05,9.78903221404214402E-02,2.58545791712702748E-02,4.78931433646263630E-02,8.32071571123917497E-01,0.00000000000000000E+00,0.00000000000000000E+00
7.40000000000000036E+00,6.61912717386405666E-03,4.09925525005126087E-05,6.35573004135420283E-01,4.20640380245966168E-05,3.61798315882164247E-08,4.63357731430483755E-02,2.40578228640962372E-01,1.25252012172212912E+00,2.15728427557286689E-02,9.99928349641114655E-01,3.38559630266797211E-03,2.77022839169294155E-02,4.45974797219694512E-07,2.50940822662192763E-06,1.44812666997777653E-05,9.06177600992040255E-02,2.60737849404412587E-02,4.78770082660714344E-02,8.32487710935762903E-01,0.00000000000000000E+00,0.00000000000000000E+00
7.50000000000000000E+00,6.53805903144824389E-03,4.01224928539708846E-05,6.41911620212037515E-01,4.19627048126974790E-05,3.57210919153757529E-08,4.64649436664860138E-02,2.36739495188386412E-01,1.23794769119767789E+00,2.39653446837746441E-02,9.99927608731008832E-01,3.42249979921565835E-03,2.76552730316433452E-02,4.40660844377006762E-07,2.45149964833799510E-06,1.39118535109451692E-05,8.36392965731573429E-02,2.62906562304627382E-02,4.78623159105945883E-02,8.32904058869539998E-01,0.00000000000000000E+00,0.00000000000000000E+00
7.60000000000000053E+00,6.45954440087524381E-03,3.92913045548635539E-05,6.48212565646798411E-01,4.18694205708164627E-05,3.52809597742800568E-08,4.65947363670389803E-02,2.32903275003134846E-01,1.22324906525721655E+00,2.66052344147431896E-02,9.99926841133362609E-01,3.45936260765410380E-03,2.76083398578965376E-02,4.35562077492787603E-07,2.39607195327433494E-06,1.34233117586544231E-05,7.69643960561460921E-02,2.65052305766533894E-02,4.78490581120502093E-02,8.33320615029336520E-01,0.00000000000000000E+00,0.00000000000000000E+00
7.70000000000000018E+00,6.38361985854982855E-03,3.84982770712983960E-05,6.54475926151730891E-01,4.17839623439840519E-05,3.48586479783721734E-08,4.67251560095852322E-02,2.29069647009615268E-01,1.20841340488641413E+00,2.95021450361201386E-02,9.99926045139860165E-01,3.49618498669179928E-03,2.75614843001717250E-02,4.30684281966552374E-07,2.34307389751747586E-06,1.29976795441259288E-05,7.06016324817492075E-02,2.67175450693937847E-02,4.78372268103956846E-02,8.33737379519291166E-01,0.00000000000000000E+00,0.00000000000000000E+00
7.80000000000000071E+00,6.31032869041914853E-03,3.77426811204781463E-05,6.60701777554570824E-01,4.17062216444605470E-05,3.44534961448339686E-08,4.68562073918970812E-02,2.25238693795888567E-01,1.19343107000698057E+00,3.26645227004292230E-02,9.99925219404460108E-01,3.53296719619290711E-03,2.75147062627010691E-02,4.26032950873334185E-07,2.29245495533811633E-06,1.26215930689658804E-05,6.45584294308959861E-02,2.69276363503777559E-02,4.78268140733765362E-02,8.34154352443595037E-01,0.00000000000000000E+00,0.00000000000000000E+00
7.90000000000000036E+00,6.23971880538314125E-03,3.70237525866391881E-05,6.66890187951519997E-01,4.16361970884406731E-05,3.40649570230493452E-08,4.69878953528326815E-02,2.21410501853566866E-01,1.17829363947958043E+00,3.60996065532490154E-02,9.99924360916424004E-01,3.56970949736338259E-03,2.74680056504307546E-02,4.21613111304045107E-07,2.24416435478643930E-06,1.22851326892511747E-05,5.88408029795705126E-02,2.71355406164417966E-02,4.78178120961536626E-02,8.34571533906491303E-01,0.00000000000000000E+00,0.00000000000000000E+00
8.00000000000000000E+00,6.17184046452593383E-03,3.63406766047277244E-05,6.73041220079258151E-01,4.15739852624287212E-05,3.36925841047581984E-08,4.71202247807504110E-02,2.17585161810805117E-01,1.16299387292238254E+00,3.98134667313649465E-02,9.99923468755806177E-01,3.60641215294202388E-03,2.74213823699951398E-02,4.17429140178128226E-07,2.19815010338286771E-06,1.19808757381421328E-05,5.34531083068229274E-02,2.73412936276956446E-02,4.78102131998051211E-02,8.34988924012275313E-01,0.00000000000000000E+00,0.00000000000000000E+00
8.09999999999999964E+00,6.10674409088989272E-03,3.56925745378457350E-05,6.79154933587090892E-01,4.15197720754171558E-05,3.33360180464261676E-08,4.72532006218310471E-02,2.13762768700489436E-01,1.14752564256458922E+00,4.38110724043016125E-02,9.99922541317192048E-01,3.64307542739744162E-03,2.73748363306046197E-02,4.13484581328502791E-07,2.15435810712867557E-06,1.17032583171262119E-05,4.83978049893993567E-02,2.75449307126615917E-02,4.78040098307338512E-02,8.35406522865294709E-01,0.00000000000000000E+00,0.00000000000000000E+00
8.20000000000000107E+00,6.04447806707150617E-03,3.50784921908189635E-05,6.85231387326451613E-01,4.14738234590890305E-05,3.29949761380701532E-08,4.73868278883317826E-02,2.09943422247997585E-01,1.13188384603344927E+00,4.80963788734428271E-02,9.99921572831469208E-01,3.67969958712055858E-03,2.73283674448841322E-02,4.09781968414413675E-07,2.11273134200884397E-06,1.14480852446519282E-05,4.36752535031630085E-02,2.77464867737375886E-02,4.77991945600561574E-02,8.35824330569949203E-01,0.00000000000000000E+00,0.00000000000000000E+00
8.30000000000000071E+00,5.98508656527776180E-03,3.44973924067945296E-05,6.91270641611271164E-01,4.14364754933545438E-05,3.26692389873450826E-08,4.75211116661329314E-02,2.06127227182481859E-01,1.11606430871045248E+00,5.26724250984421452E-02,9.99920568593978820E-01,3.71628490060491772E-03,2.72819756295394032E-02,4.06322661822253759E-07,2.07320920097891452E-06,1.12121711000968648E-05,3.92835610021290277E-02,2.79459962927766196E-02,4.77957600830306306E-02,8.36242347230690686E-01,0.00000000000000000E+00,0.00000000000000000E+00
8.40000000000000036E+00,5.92860748314373836E-03,3.39481500447559719E-05,6.97272760372439682E-01,4.14081240541297216E-05,3.23586425967402208E-08,4.76560571217054599E-02,2.02314293574049897E-01,1.10006368518617026E+00,5.75414321304114976E-02,9.99919522170291009E-01,3.75283163860402847E-03,2.72356608059252971E-02,4.03106710530511179E-07,2.03572694138202716E-06,1.09930700475632152E-05,3.52184891917034296E-02,2.81434933364442287E-02,4.77936992186060519E-02,8.36660572952023340E-01,0.00000000000000000E+00,0.00000000000000000E+00
8.50000000000000000E+00,5.87507053196269398E-03,3.34295532918131713E-05,7.03237813160820124E-01,4.13892139798544649E-05,3.20630633586120951E-08,4.77916695077049911E-02,1.98504737199979131E-01,1.08387936347574154E+00,6.27048987837321992E-02,9.99918430751515874E-01,3.78934007425708744E-03,2.71894229003543791E-02,4.00132747129016177E-07,2.00021539405303704E-06,1.07888783534482963E-05,3.14734379127617342E-02,2.83390115615889150E-02,4.77930049090200190E-02,8.37079007838503308E-01,0.00000000000000000E+00,0.00000000000000000E+00
8.59999999999999964E+00,5.82449553000312370E-03,3.29403072515617375E-05,7.09165876940066831E-01,4.13802279308412411E-05,3.17824114667999316E-08,4.79279541674086165E-02,1.94698679954075970E-01,1.06750937648164967E+00,6.81636900816558616E-02,9.99917291612467340E-01,3.82581048317781136E-03,2.71432618442250112E-02,3.97397922813932677E-07,1.96660085465528657E-06,1.05980872326052869E-05,2.80395060897028654E-02,2.85325842198290575E-02,4.77936702196734842E-02,8.37497651994739911E-01,0.00000000000000000E+00,0.00000000000000000E+00
8.70000000000000107E+00,5.77689111388562503E-03,3.24790445604062464E-05,7.15057037485320790E-01,4.13816748184978500E-05,3.15166196736701692E-08,4.80649165364357978E-02,1.90896250217575142E-01,1.05095231543310086E+00,7.39181236067855268E-02,9.99916102866327483E-01,3.86224314346884012E-03,2.70971775738394899E-02,3.94897906389374531E-07,1.93480527850043678E-06,1.04194724550800138E-05,2.49056580090817326E-02,2.87242441664313057E-02,4.77956883376992811E-02,8.37916505525393984E-01,0.00000000000000000E+00,0.00000000000000000E+00
8.80000000000000071E+00,5.73225345718523550E-03,3.20443360463591899E-05,7.20911390705534449E-01,4.13940787823110416E-05,3.12656348460979016E-08,4.82025621452367992E-02,1.87097583458731148E-01,1.03420726665342033E+00,7.99680328323007089E-02,9.99914861924381060E-01,3.89863833575556599E-03,2.70511700301226815E-02,3.92626893232652046E-07,1.90474659001041784E-06,1.02520194210879062E-05,2.20589088088716731E-02,2.89140238579511412E-02,4.77990525740053379E-02,8.38335568535178877E-01,0.00000000000000000E+00,0.00000000000000000E+00
8.90000000000000036E+00,5.69056585946649783E-03,3.16347095242513324E-05,7.26729043187523738E-01,4.14179675405908047E-05,3.10294095438338584E-08,4.83408966158960299E-02,1.83302822596221882E-01,1.01727373532177734E+00,8.63128430115684131E-02,9.99913565127782733E-01,3.93499634306674131E-03,2.70052391579193932E-02,3.90577725235271713E-07,1.87633938744142273E-06,1.00948602125630531E-05,1.94846585310096132E-02,2.91019553661167087E-02,4.78037563602838680E-02,8.38754841128860007E-01,0.00000000000000000E+00,0.00000000000000000E+00
9.00000000000000000E+00,5.65179828493255973E-03,3.12486661385670599E-05,7.32510112695832105E-01,4.14538619797545055E-05,3.08078948345885638E-08,4.84799256607707438E-02,1.79512118670605403E-01,1.00015159708536872E+00,9.29516196360038738E-02,9.99912209998976675E-01,3.97131745076370266E-03,2.69593849052808705E-02,3.88742000839570509E-07,1.84949567752482302E-06,9.94723614474960982E-06,1.71669959512744941E-02,2.92880703764751664E-02,4.78097932506910059E-02,8.39174323411255751E-01,0.00000000000000000E+00,0.00000000000000000E+00
9.09999999999999964E+00,5.61590749429768075E-03,3.08847003129675941E-05,7.38254728114312364E-01,4.15022655954237703E-05,3.06010335689698823E-08,4.86196550777481876E-02,1.75725631479816513E-01,9.82841046938676688E-01,9.98831194457345944E-02,9.99910792794395098E-01,4.00760194638328376E-03,2.69136072225123514E-02,3.87110254952482989E-07,1.82412583645617886E-06,9.80846685957356449E-06,1.50890780290686144E-02,2.94724001936296429E-02,4.78171569214991959E-02,8.39594015487237111E-01,0.00000000000000000E+00,0.00000000000000000E+00
9.20000000000000107E+00,5.58283784244138943E-03,3.05413193682582706E-05,7.43963028756797873E-01,4.15636561593529821E-05,3.04087554931996201E-08,4.87600907429290367E-02,1.71943530034077086E-01,9.65342551059575338E-01,1.07105838257144453E-01,9.99909309846149785E-01,4.04385011941581392E-03,2.68679060611320825E-02,3.85672175624199583E-07,1.80013964040009023E-06,9.67792980829485115E-06,1.32335074701224794E-02,2.96549757544823656E-02,4.78258411680018841E-02,8.40013917461726711E-01,0.00000000000000000E+00,0.00000000000000000E+00
9.30000000000000071E+00,5.55252181496456668E-03,3.02170607313807149E-05,7.49635163838616614E-01,4.16384768663925550E-05,3.02309722312080047E-08,4.89012386059349338E-02,1.68165993539174413E-01,9.47656816715234829E-01,1.14618041215764591E-01,9.99907757154745891E-01,4.08006226115319257E-03,2.68222813728525057E-02,3.84416803550863742E-07,1.77744729948072325E-06,9.55504791077209630E-06,1.15826820189719043E-02,2.98358276237593867E-02,4.78358399071238116E-02,8.40434029439700137E-01,0.00000000000000000E+00,0.00000000000000000E+00
9.40000000000000036E+00,5.52488125047087553E-03,2.99105074995136556E-05,7.55271291323444172E-01,4.17271299389089254E-05,3.00675741231633268E-08,4.90431046821991137E-02,1.64393212092666746E-01,9.29784759504926672E-01,1.22417795354626033E-01,9.99906130341874366E-01,4.11623866446932021E-03,2.67767331085964934E-02,3.83332757580037390E-07,1.75596043065001481E-06,9.43928071135089145E-06,1.01191187293327364E-02,3.00149860022870217E-02,4.78471471757758726E-02,8.40854351526185262E-01,0.00000000000000000E+00,0.00000000000000000E+00
9.50000000000000000E+00,5.49982877769077116E-03,2.96203022009896262E-05,7.60871576547309747E-01,4.18299712954236637E-05,2.99184278478617201E-08,4.91856950451099936E-02,1.60625387507874667E-01,9.11727474328931753E-01,1.30502998445341328E-01,9.99904424740360009E-01,4.15237962360268196E-03,2.67312612175502375E-02,3.82408459154321531E-07,1.73559299106494206E-06,9.33011855141763033E-06,8.82574726384737461E-03,3.01924807346159486E-02,4.78597571293747567E-02,8.41274883826262032E-01,0.00000000000000000E+00,0.00000000000000000E+00
9.60000000000000142E+00,5.47726901768059125E-03,2.93451576916909745E-05,7.66436190996137023E-01,4.19473049407191094E-05,2.97833739366583827E-08,4.93290158208916085E-02,1.56862734690678102E-01,8.93486218605065607E-01,1.38871396010729453E-01,9.99902635242219118E-01,4.18848543401141148E-03,2.66858656462904409E-02,3.81632329215173568E-07,1.71626215760362006E-06,9.22708072373493045E-06,7.68616063239355250E-03,3.03683413020823523E-02,4.78736640450958609E-02,8.41695626445064460E-01,0.00000000000000000E+00,0.00000000000000000E+00
9.70000000000000107E+00,5.45710056544408163E-03,2.90838632301687520E-05,7.71965310447136122E-01,4.20793825761896830E-05,2.96622277031029854E-08,4.94730731794465473E-02,1.53105482138861104E-01,8.75062384936752147E-01,1.47520608073860304E-01,9.99900756153059733E-01,4.22455639214455725E-03,2.66405463382312531E-02,3.80992972257135175E-07,1.69788883497324025E-06,9.12971246123456398E-06,6.68477251089738544E-03,3.05425968446469791E-02,4.78888623154597459E-02,8.42116579487777850E-01,0.00000000000000000E+00,0.00000000000000000E+00
9.80000000000000071E+00,5.43921725948323751E-03,2.88352902925611524E-05,7.77459113670645352E-01,4.22264006195545712E-05,2.95547784690162126E-08,4.96178733309392550E-02,1.49353873561416051E-01,8.56457490240658981E-01,1.56448140263416413E-01,9.99898781578123397E-01,4.26059279534517742E-03,2.65953032330118397E-02,3.80479322268441899E-07,1.68039826951986245E-06,9.03758538188096583E-06,5.80697076974760317E-03,3.07152761537838812E-02,4.79053464514961128E-02,8.42537743059640354E-01,0.00000000000000000E+00,0.00000000000000000E+00
9.90000000000000036E+00,5.42350968235248785E-03,2.85983937689216471E-05,7.82917780965854959E-01,4.23885003094378620E-05,2.94607903981121696E-08,4.97634225208110556E-02,1.45608169068150328E-01,8.37673162030103557E-01,1.65651397380492671E-01,9.99896705056105950E-01,4.29659494173358688E-03,2.65501362661813463E-02,3.80080761533720761E-07,1.66372034166038716E-06,8.95029700861347106E-06,5.03919193414542350E-03,3.08864076788726051E-02,4.79231110813176167E-02,8.42959117265943192E-01,0.00000000000000000E+00,0.00000000000000000E+00
1.00000000000000000E+01,5.40986687967539258E-03,2.83722122226944777E-05,7.88341492497487639E-01,4.25657693414997304E-05,2.93800046868133470E-08,4.99097270248337957E-02,1.41868646593938635E-01,8.18711123072278890E-01,1.75127698480523813E-01,9.99894518027618528E-01,4.33256313009250729E-03,2.65050453689769927E-02,3.79787226305128092E-07,1.64778975511127146E-06,8.86747019652615411E-06,4.36896414237820767E-03,3.10560195376763624E-02,4.79421509473848956E-02,8.43380702212029654E-01,0.00000000000000000E+00,0.00000000000000000E+00
